,County_Code,County_Name,Election_Number,Election_Date,Election_Name,Unique_Precinct_Identifier,Precinct_Polling_Location,Total_Registered_Voters,Total_Registered_Republicans,Total_Registered_Democrats,Total_Registered_All_Other_Parties,Contest_Name,District,Contest_Code,Candidate,Candidate_Party,Candidate_Florida_Voter_Registration_Sytem_ID_Number,DOE_Assigned_Candidate_Number,Vote_Total
5101,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,No,NOP,105012057,20,323
5102,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,OverVotes, ,0,901,0
5103,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,UnderVotes, ,0,902,342
5104,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,Yes,NOP,104072514,10,862
5105,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,No,NOP,104072514,20,300
5106,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,OverVotes, ,0,901,1
5107,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,UnderVotes, ,0,902,377
5108,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,Yes,NOP,105020100,10,874
5109,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,No,NOP,105020100,20,293
5110,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,OverVotes, ,0,901,1
5111,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,UnderVotes, ,0,902,372
5112,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,Yes,NOP,105059032,10,873
5113,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,No,NOP,105059032,20,289
5114,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,OverVotes, ,0,901,0
5115,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,UnderVotes, ,0,902,378
5116,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,Yes,NOP,0,10,869
5117,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,No,NOP,0,20,284
5118,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,OverVotes, ,0,901,0
5119,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,UnderVotes, ,0,902,387
5120,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,Yes,NOP,105086897,10,843
5121,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,No,NOP,105086897,20,312
5122,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,OverVotes, ,0,901,1
5123,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,UnderVotes, ,0,902,384
5124,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,Yes,NOP,105004220,10,882
5125,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,No,NOP,105004220,20,271
5126,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,OverVotes, ,0,901,0
5127,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,UnderVotes, ,0,902,387
5128,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,Yes for Approval,NOP,0,10,318
5129,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,No for Rejection,NOP,0,20,1171
5130,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,OverVotes, ,0,901,0
5131,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,UnderVotes, ,0,902,51
5132,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,Yes for Approval,NOP,0,10,1113
5133,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,No for Rejection,NOP,0,20,380
5134,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,OverVotes, ,0,901,1
5135,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,UnderVotes, ,0,902,46
5136,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,Yes for Approval,NOP,0,10,1175
5137,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,No for Rejection,NOP,0,20,291
5138,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,OverVotes, ,0,901,0
5139,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,UnderVotes, ,0,902,74
5140,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,Yes for Approval,NOP,0,10,1029
5141,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,No for Rejection,NOP,0,20,401
5142,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,OverVotes, ,0,901,0
5143,ALA,Alachua,10282,11/08/2016,2016 General Election,50,Westminster Presbyterian Church,1863,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,UnderVotes, ,0,902,110
5144,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,Trump / Pence,REP,0,65072,958
5145,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,Clinton / Kaine,DEM,0,65058,1414
5146,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,Johnson / Weld,LPF,0,69370,74
5147,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,Castle / Bradley,CPF,0,69385,9
5148,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,Stein / Baraka,GRE,0,69377,23
5149,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,De La Fuente / Steinberg,REF,0,69403,1
5150,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,WriteinVotes, ,0,900,25
5151,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,OverVotes, ,0,901,1
5152,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,President of the United States, ,100000,UnderVotes, ,0,902,17
5153,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Marco Rubio,REP,109340956,65070,1116
5154,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Patrick Murphy,DEM,110225855,65041,1275
5155,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Paul Stanton,LPF,122945407,66374,38
5156,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Tony Khoury,NPA,109645332,65297,12
5157,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Bruce Nathan,NPA,105899561,64800,7
5158,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Steven Machat,NPA,118948766,64869,5
5159,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,Basil E. Dalack,NPA,112148742,65789,2
5160,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,WriteinVotes, ,0,900,3
5161,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,OverVotes, ,0,901,0
5162,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,United States Senator, ,120000,UnderVotes, ,0,902,64
5163,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,Representative in Congress, District 3,140030,Ted Yoho,REP,100409333,65182,1060
5164,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,Representative in Congress, District 3,140030,"Kenneth ""Ken"" McGurn",DEM,100392017,68353,1342
5165,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,Representative in Congress, District 3,140030,Tom Wells,NPA,100528026,68345,46
5166,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,Representative in Congress, District 3,140030,OverVotes, ,0,901,2
5167,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,Representative in Congress, District 3,140030,UnderVotes, ,0,902,72
5168,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,State Senator, District 8,240080,Keith Perry,REP,100401685,64565,1092
5169,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,State Senator, District 8,240080,Rod Smith,DEM,100395466,65289,1354
5170,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,State Senator, District 8,240080,OverVotes, ,0,901,0
5171,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,165593,State Senator, District 8,240080,UnderVotes, ,0,902,76
5172,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,89942,State Representative, District 21,260210,Chuck Clemons,REP,100410371,65243,1095
5173,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,89942,State Representative, District 21,260210,Marihelen Wheeler,DEM,100428206,65345,1297
5174,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,89942,State Representative, District 21,260210,WriteinVotes, ,0,900,3
5175,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,89942,State Representative, District 21,260210,OverVotes, ,0,901,0
5176,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,89942,State Representative, District 21,260210,UnderVotes, ,0,902,127
5177,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,"J.K. ""Jess"" Irby",DEM,100488283,68948,1831
5178,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,WriteinVotes, ,0,900,137
5179,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,OverVotes, ,0,901,0
5180,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Clerk of the Circuit Court and Comptroller, ,320000,UnderVotes, ,0,902,554
5181,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Sheriff, ,335000,Jack Jacobs,REP,100410043,68854,794
5182,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Sheriff, ,335000,Sadie Darnell,DEM,100386440,68849,1619
5183,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Sheriff, ,335000,OverVotes, ,0,901,0
5184,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,Sheriff, ,335000,UnderVotes, ,0,902,109
5185,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 1,380010,Mike Byerly,DEM,100477592,68879,1718
5186,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 1,380010,WriteinVotes, ,0,900,149
5187,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 1,380010,OverVotes, ,0,901,0
5188,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 1,380010,UnderVotes, ,0,902,655
5189,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 3,380030,"Robert ""Hutch"" Hutchinson",DEM,100399525,68886,1760
5190,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 3,380030,WriteinVotes, ,0,900,121
5191,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 3,380030,OverVotes, ,0,901,0
5192,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 3,380030,UnderVotes, ,0,902,641
5193,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 5,380050,"Charles S. ""Chuck"" Chestnut",DEM,100400920,68902,1654
5194,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 5,380050,WriteinVotes, ,0,900,144
5195,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 5,380050,OverVotes, ,0,901,0
5196,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,0,County Commissioner, District 5,380050,UnderVotes, ,0,902,724
5197,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,Yes,NOP,113445454,10,1363
5198,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,No,NOP,113445454,20,641
5199,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,OverVotes, ,0,901,0
5200,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Charles T. Canady,Justice of the Supreme Court,500100,UnderVotes, ,0,902,518
5201,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,Yes,NOP,112170657,10,1426
5202,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,No,NOP,112170657,20,565
5203,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,OverVotes, ,0,901,0
5204,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jorge Labarga,Justice of the Supreme Court,500200,UnderVotes, ,0,902,531
5205,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,Yes,NOP,105012057,10,1367
5206,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,No,NOP,105012057,20,611
5207,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,OverVotes, ,0,901,1
5208,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ricky L. Polston,Justice of the Supreme Court,500300,UnderVotes, ,0,902,543
5209,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,Yes,NOP,104072514,10,1391
5210,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,No,NOP,104072514,20,538
5211,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,OverVotes, ,0,901,1
5212,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Ross Bilbrey,First District Court of Appeal,520101,UnderVotes, ,0,902,592
5213,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,Yes,NOP,105020100,10,1432
5214,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,No,NOP,105020100,20,515
5215,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,OverVotes, ,0,901,0
5216,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Susan Kelsey,First District Court of Appeal,520102,UnderVotes, ,0,902,575
5217,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,Yes,NOP,105059032,10,1416
5218,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,No,NOP,105059032,20,522
5219,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,OverVotes, ,0,901,0
5220,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Lori S. Rowe,First District Court of Appeal,520103,UnderVotes, ,0,902,584
5221,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,Yes,NOP,0,10,1395
5222,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,No,NOP,0,20,533
5223,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,OverVotes, ,0,901,0
5224,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Kent Wetherell,First District Court of Appeal,520104,UnderVotes, ,0,902,594
5225,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,Yes,NOP,105086897,10,1346
5226,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,No,NOP,105086897,20,581
5227,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,OverVotes, ,0,901,1
5228,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Bo Winokur,First District Court of Appeal,520105,UnderVotes, ,0,902,594
5229,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,Yes,NOP,105004220,10,1383
5230,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,No,NOP,105004220,20,541
5231,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,OverVotes, ,0,901,0
5232,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Retention of Jim Wolf,First District Court of Appeal,520106,UnderVotes, ,0,902,598
5233,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,Yes for Approval,NOP,0,10,820
5234,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,No for Rejection,NOP,0,20,1624
5235,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,OverVotes, ,0,901,0
5236,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 1: Rights of Electricity Consumers Regarding Solar Energy Choice, ,900100,UnderVotes, ,0,902,78
5237,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,Yes for Approval,NOP,0,10,1808
5238,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,No for Rejection,NOP,0,20,663
5239,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,OverVotes, ,0,901,2
5240,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 2: Use of Marijuana for Debilitating Medical Conditions, ,900200,UnderVotes, ,0,902,49
5241,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,Yes for Approval,NOP,0,10,1985
5242,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,No for Rejection,NOP,0,20,444
5243,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,OverVotes, ,0,901,1
5244,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,Amendment No. 3: Tax Exemption for Totally and Permanently Disabled First Responders, ,900300,UnderVotes, ,0,902,92
5245,ALA,Alachua,10282,11/08/2016,2016 General Election,51,Faith Presbyterian Church,3179,0,0,177947,"Amendment No. 5: Homestead Tax exemption for Certain Senior, Low-income, Long-term Residents; Determination of Just Value"," Low-income, Long-term Residents; Determination of Just Value",900500,Yes for Approval,NOP,0,10,1683
